FLOW_START_MILLISECONDS	FLOW_END_MILLISECONDS	IPV4_SRC_ADDR	L4_SRC_PORT	IPV4_DST_ADDR	L4_DST_PORT	PROTOCOL	L7_PROTO	IN_BYTES	IN_PKTS	OUT_BYTES	OUT_PKTS	TCP_FLAGS	CLIENT_TCP_FLAGS	SERVER_TCP_FLAGS	FLOW_DURATION_MILLISECONDS	DURATION_IN	DURATION_OUT	MIN_TTL	MAX_TTL	LONGEST_FLOW_PKT	SHORTEST_FLOW_PKT	MIN_IP_PKT_LEN	MAX_IP_PKT_LEN	SRC_TO_DST_SECOND_BYTES	DST_TO_SRC_SECOND_BYTES	RETRANSMITTED_IN_BYTES	RETRANSMITTED_IN_PKTS	RETRANSMITTED_OUT_BYTES	RETRANSMITTED_OUT_PKTS	SRC_TO_DST_AVG_THROUGHPUT	DST_TO_SRC_AVG_THROUGHPUT	NUM_PKTS_UP_TO_128_BYTES	NUM_PKTS_128_TO_256_BYTES	NUM_PKTS_256_TO_512_BYTES	NUM_PKTS_512_TO_1024_BYTES	NUM_PKTS_1024_TO_1514_BYTES	TCP_WIN_MAX_IN	TCP_WIN_MAX_OUT	ICMP_TYPE	ICMP_IPV4_TYPE	DNS_QUERY_ID	DNS_QUERY_TYPE	DNS_TTL_ANSWER	FTP_COMMAND_RET_CODE	SRC_TO_DST_IAT_MIN	SRC_TO_DST_IAT_MAX	SRC_TO_DST_IAT_AVG	SRC_TO_DST_IAT_STDDEV	DST_TO_SRC_IAT_MIN	DST_TO_SRC_IAT_MAX	DST_TO_SRC_IAT_AVG	DST_TO_SRC_IAT_STDDEV	Label	Attack
1424244634450	1424244636578	10.42.13.197	28450	149.171.126.2	111	6	5	21408	16	1890	2	25	24	19	2128	2112	2088	254	255	765	79	64	621	10060.15037593985	888.1578947368421	407	0	27	0	10060.15037593985	888.1578947368421	4	3	1	1	0	65160	14480	0	0	1773	0	0	125	234	742	306	54	369	2252	182	261	0	Benign
1424244635194	1424244640164	175.107.17.254	19295	149.171.126.9	8088	6	0	2754	54	11360	16	19	18	27	4970	4961	4954	254	255	586	99	71	1011	554.1247484909456	2285.714285714286	47	4	223	0	554.1247484909456	2285.714285714286	3	2	1	1	0	65160	16383	0	0	11869	255	60	125	300	566	355	219	186	2309	499	43	1	PortScan
1424244636155	1424244639897	175.78.20.227	35462	149.171.126.16	22	6	41	2289	7	7452	6	16	25	19	3742	3733	3670	62	255	295	50	50	869	611.7049706039551	1991.4484233030464	52	0	143	0	611.7049706039551	1991.4484233030464	6	4	0	1	0	65160	0	0	0	34062	28	0	230	463	2186	120	142	275	1778	316	212	0	Benign
1424244637171	1424244638092	10.188.202.94	33399	149.171.126.9	111	6	36	4123	7	768	3	25	24	24	921	911	864	254	255	323	83	93	1289	4476.655808903366	833.8762214983713	89	0	18	0	4476.655808903366	833.8762214983713	5	2	0	1	2	0	14480	0	0	9007	255	300	0	155	1138	342	178	827	2249	211	62	0	Benign
1424244638846	1424244642122	59.152.242.216	63322	149.171.126.14	443	17	5	4840	10	5160	6	0	0	0	3276	3261	3199	31	63	542	41	62	877	1477.4114774114776	1575.0915750915751	96	1	99	0	1477.4114774114776	1575.0915750915751	4	2	0	1	1	14480	7240	0	0	31196	28	300	125	726	892	44	144	909	2034	557	130	0	Benign
1424244639040	1424244640643	59.70.31.175	28593	149.171.126.5	111	17	0	1736	7	6110	5	0	0	0	1603	1555	1571	62	63	763	69	74	1210	1082.9694323144106	3811.6032439176543	28	0	130	0	1082.9694323144106	3811.6032439176543	2	1	0	3	1	65160	0	0	0	820	1	300	0	357	1465	507	230	284	2659	308	201	0	Benign
1424244640062	1424244642432	10.216.209.34	64813	149.171.126.9	8088	6	7	87840	160	2720	5	18	19	27	2370	2365	2360	62	255	1340	92	73	800	7412.658227848101	229.53586497890294	384	1	11	0	7412.658227848101	229.53586497890294	5	2	2	1	2	16383	0	0	0	38405	0	0	220	587	1761	526	264	957	1094	530	211	1	DDoS
1424244641022	1424244646323	175.203.241.230	11341	149.171.126.19	520	6	7	10644	12	6255	9	25	18	27	5301	5266	5280	254	32	440	69	90	868	2007.9230333899263	1179.9660441426145	186	0	112	0	2007.9230333899263	1179.9660441426145	1	2	1	2	1	16383	65160	0	0	32186	255	60	331	487	2307	327	56	533	665	468	204	0	Benign
1424244642359	1424244648315	175.7.21.203	20061	149.171.126.5	25	6	41	2772	7	11360	8	19	16	18	5956	5919	5934	62	32	747	40	72	89	465.4130288784419	1907.3203492276693	68	0	234	0	465.4130288784419	1907.3203492276693	1	0	1	0	1	7240	14480	0	0	7712	0	300	230	421	1747	345	156	931	444	69	38	0	Benign
1424244643074	1424244646216	175.140.32.244	12338	149.171.126.7	443	17	36	7763	7	327	3	0	0	0	3142	3115	3106	62	63	1219	50	96	496	2470.719287078294	104.0738383195417	160	2	8	0	2470.719287078294	104.0738383195417	5	3	0	2	3	14480	16383	0	0	25568	28	300	331	863	75	214	153	511	629	429	264	0	Benign
1424244644559	1424244650753	59.91.66.112	14592	149.171.126.5	25	17	5	2580	10	2366	7	0	0	0	6194	6158	6145	62	63	947	48	68	254	416.53212786567644	381.98256377139165	52	0	46	0	416.53212786567644	381.98256377139165	3	0	1	0	0	0	65160	0	0	46442	255	60	0	419	2461	259	162	429	1546	186	15	0	Benign
1424244645671	1424244648343	175.125.159.235	16538	149.171.126.16	22	17	11	9415	7	486	3	0	0	0	2672	2630	2596	62	63	713	91	67	621	3523.5778443113772	181.88622754491016	178	0	13	0	3523.5778443113772	181.88622754491016	0	4	0	2	4	0	14480	0	0	39344	1	60	331	633	479	283	80	894	1666	451	125	0	Benign
1424244646824	1424244653751	175.128.198.174	17959	149.171.126.18	25	6	36	580	5	6650	5	16	24	27	6927	6903	6869	254	63	1500	70	52	1012	83.7303305904432	960.011549011116	13	0	141	0	83.7303305904432	960.011549011116	4	1	2	1	1	0	7240	0	0	34694	28	0	230	175	2756	501	175	488	1957	302	100	0	Benign
1424244647117	1424244654701	10.109.189.179	44758	149.171.126.18	80	6	11	7740	6	5948	4	27	25	25	7584	7551	7537	31	63	254	97	76	217	1020.5696202531647	784.282700421941	160	0	120	0	1020.5696202531647	784.282700421941	6	2	2	1	0	7240	0	0	0	5958	28	0	0	636	1600	112	244	751	244	537	79	0	Benign
1424244648611	1424244655992	175.67.131.56	19252	149.171.126.1	443	17	3	4436	4	4996	4	0	0	0	7381	7338	7381	31	63	1265	68	81	1429	601.0025741769408	676.8730524319197	85	0	95	0	601.0025741769408	676.8730524319197	1	1	1	1	1	14480	0	0	0	20698	255	0	230	250	580	412	28	759	1103	200	19	0	Benign
1424244649379	1424244652288	59.4.198.54	25092	149.171.126.11	8088	17	36	68544	72	2328	12	0	0	0	2909	2885	2832	31	255	802	53	75	231	23562.736335510486	800.2750085940186	1420	2	47	0	23562.736335510486	800.2750085940186	4	3	1	0	1	14480	7240	0	0	63062	0	60	0	150	1852	448	194	553	249	511	215	1	PortScan
1424244650928	1424244653917	10.184.238.98	1699	149.171.126.10	31992	17	41	16840	40	2496	12	0	0	0	2989	2989	2947	254	32	460	53	83	380	5633.991301438608	835.061893609903	338	1	47	0	5633.991301438608	835.061893609903	3	2	2	0	0	65160	14480	0	0	46056	28	300	125	202	461	79	23	901	2658	214	100	1	PortScan
1424244651919	1424244655586	10.75.246.38	55301	149.171.126.11	21	6	41	22995	35	8541	9	19	16	24	3667	3620	3659	254	255	591	48	88	1029	6270.793564221434	2329.151895282247	505	0	158	0	6270.793564221434	2329.151895282247	4	2	1	0	0	7240	14480	0	0	25337	255	300	0	348	456	598	298	896	1619	384	273	1	BruteForce
1424244652678	1424244656968	59.170.198.212	44188	149.171.126.12	111	6	36	824	8	1137	3	19	18	25	4290	4244	4244	31	63	1132	87	59	361	192.07459207459206	265.034965034965	18	1	20	0	192.07459207459206	265.034965034965	6	1	1	1	2	14480	7240	0	0	64202	255	0	0	223	821	554	230	472	811	84	71	0	Benign
1424244653289	1424244660183	175.122.81.28	8572	149.171.126.0	6881	6	5	984	6	4446	3	25	16	18	6894	6860	6865	31	255	533	40	99	511	142.73281114012184	644.9086161879895	22	0	80	0	142.73281114012184	644.9086161879895	5	0	0	2	2	14480	14480	0	0	48591	0	300	0	499	727	450	208	768	1685	121	224	0	Benign
1424244654439	1424244658647	10.153.29.108	5141	149.171.126.2	445	6	41	5956	4	2096	8	24	18	16	4208	4172	4177	254	255	588	79	82	176	1415.3992395437263	498.0988593155893	110	0	50	0	1415.3992395437263	498.0988593155893	2	2	0	0	0	16383	14480	0	0	7468	1	0	125	806	1223	200	43	344	2836	64	208	0	Benign
1424244655667	1424244658878	59.165.238.14	16969	149.171.126.18	443	6	0	22224	24	8295	15	18	25	25	3211	3166	3167	31	32	1269	97	83	1276	6921.208346309561	2583.307380878231	462	0	163	1	6921.208346309561	2583.307380878231	2	1	0	0	1	16383	7240	0	0	47716	28	60	125	964	2993	373	6	716	680	241	88	1	Bot
1424244656932	1424244658647	59.18.27.240	30858	149.171.126.19	22	6	37	48060	60	5348	7	16	18	25	1715	1705	1660	31	255	744	65	66	997	28023.32361516035	3118.3673469387754	939	4	95	0	28023.32361516035	3118.3673469387754	1	2	1	0	1	0	16383	0	0	5416	0	0	0	900	2349	217	152	504	1168	16	3	1	Fuzzers
1424244657006	1424244658497	59.248.14.120	59385	149.171.126.5	443	17	41	89280	80	9216	8	0	0	0	1491	1458	1460	254	255	1141	62	87	458	59879.275653923534	6181.086519114688	1752	4	194	0	59879.275653923534	6181.086519114688	3	2	0	1	1	7240	14480	0	0	62021	28	0	230	843	1787	151	178	413	2371	519	123	1	DoS
1424244658195	1424244660718	175.60.37.98	183	149.171.126.4	111	17	11	1267	7	3228	3	0	0	0	2523	2494	2510	62	63	84	45	76	583	502.17994451050333	1279.4292508917954	21	0	65	0	502.17994451050333	1279.4292508917954	2	2	2	1	0	0	14480	0	0	20030	28	0	230	277	578	528	54	768	1158	126	254	0	Benign
1424244659420	1424244664121	175.76.40.212	55016	149.171.126.1	80	6	7	4104	54	30772	28	25	19	18	4701	4701	4695	62	32	1258	66	75	1068	873.0057434588387	6545.8413103594985	81	2	603	0	873.0057434588387	6545.8413103594985	2	1	0	3	1	7240	14480	0	0	64512	255	300	220	378	84	258	251	16	1525	444	238	1	BruteForce
1424244660567	1424244661856	10.215.211.62	42913	149.171.126.5	31992	6	11	2256	4	1108	4	24	24	18	1289	1261	1229	62	32	1168	60	99	179	1750.1939487975176	859.5810705973623	53	1	19	0	1750.1939487975176	859.5810705973623	2	1	2	1	0	14480	14480	0	0	33510	1	0	220	680	309	298	83	438	2803	545	267	0	Benign
1424244661832	1424244663813	59.170.141.129	33320	149.171.126.15	6881	17	0	4984	8	3020	4	0	0	0	1981	1953	1972	254	63	1131	97	40	1074	2515.901060070671	1524.482584553256	102	0	64	0	2515.901060070671	1524.482584553256	0	2	0	1	0	0	16383	0	0	33263	0	0	220	363	2831	295	239	221	1509	190	29	0	Benign
1424244662192	1424244668884	10.19.43.58	55915	149.171.126.15	22	6	36	4295	5	8934	6	27	25	19	6692	6684	6615	31	32	1188	76	49	357	641.8111177525403	1335.026897788404	103	0	149	1	641.8111177525403	1335.026897788404	1	2	1	1	0	7240	65160	0	0	2526	255	0	0	666	1503	572	51	553	1880	202	193	0	Benign
1424244663558	1424244670481	59.244.139.211	29317	149.171.126.6	22	6	11	3960	10	1012	4	24	19	27	6923	6905	6849	254	63	174	86	40	1069	572.0063556261737	146.17940199335547	79	1	12	0	572.0063556261737	146.17940199335547	4	3	1	1	3	14480	0	0	0	11258	1	300	230	173	716	503	256	339	2089	275	64	0	Benign
1424244664147	1424244670074	175.20.194.131	45385	149.171.126.2	520	6	11	4775	5	486	9	18	19	27	5927	5906	5902	62	63	737	73	79	586	805.6352286148136	81.99763792812553	95	0	9	1	805.6352286148136	81.99763792812553	3	6	1	2	2	65160	14480	0	0	64172	0	300	331	546	2367	497	235	921	973	564	235	0	Benign
1424244665786	1424244672833	175.228.154.111	54993	149.171.126.18	111	6	11	11375	13	1218	7	27	24	24	7047	7032	7007	62	32	181	58	89	1042	1614.1620547750817	172.83950617283952	234	0	32	0	1614.1620547750817	172.83950617283952	7	6	0	1	2	0	0	0	0	36570	1	0	230	473	2840	582	274	986	1793	185	195	0	Benign
1424244666668	1424244666937	10.252.201.67	36129	149.171.126.7	22	6	92	11584	8	2097	3	19	18	18	269	248	215	31	32	946	40	96	608	43063.1970260223	7795.5390334572485	257	0	46	0	43063.1970260223	7795.5390334572485	1	1	1	0	0	14480	65160	0	0	5371	0	0	331	213	1867	19	17	788	1404	480	162	0	Benign
1424244667201	1424244671787	10.217.161.128	20561	149.171.126.2	21	6	92	6994	13	2330	5	25	25	24	4586	4551	4509	62	63	767	88	60	685	1525.0763192324464	508.06803314435234	141	0	38	0	1525.0763192324464	508.06803314435234	1	3	0	1	0	0	7240	0	0	49153	255	0	220	210	2173	129	232	804	1179	188	250	0	Benign
1424244668443	1424244671152	10.179.44.17	43974	149.171.126.13	80	6	41	7500	30	1737	3	24	18	24	2709	2667	2686	254	255	1272	75	93	326	2768.549280177187	641.1960132890365	157	1	32	0	2768.549280177187	641.1960132890365	2	5	0	1	2	65160	14480	0	0	28333	28	60	220	510	1295	121	152	286	624	343	95	1	Bot
1424244669913	1424244672452	59.110.254.49	50779	149.171.126.3	143	6	92	5110	10	2772	3	16	24	18	2539	2495	2531	254	255	71	98	60	72	2012.6033871602992	1091.7684127609296	107	0	63	0	2012.6033871602992	1091.7684127609296	5	2	0	3	3	14480	16383	0	0	52325	255	300	331	482	2527	112	153	267	2631	101	18	0	Benign
1424244670987	1424244672600	175.53.181.51	21979	149.171.126.5	80	6	11	2280	10	5436	6	19	18	25	1613	1612	1575	62	32	540	57	67	841	1413.5151890886548	3370.117792932424	39	0	111	0	1413.5151890886548	3370.117792932424	1	1	1	3	1	65160	7240	0	0	38751	28	0	220	265	1432	26	24	280	1523	403	169	0	Benign
1424244671418	1424244672924	10.157.131.52	48366	149.171.126.4	25	6	3	11934	54	1512	18	18	19	25	1506	1487	1430	62	255	749	41	82	779	7924.302788844621	1003.98406374502	235	3	33	0	7924.302788844621	1003.98406374502	2	0	0	3	1	0	16383	0	0	19778	0	60	230	886	672	32	237	698	1122	353	89	1	DoS
1424244672426	1424244675952	175.237.172.60	53454	149.171.126.1	22	6	3	7854	6	2240	4	25	25	25	3526	3522	3464	62	255	1103	58	40	955	2227.4532047646057	635.2807714123653	177	0	52	0	2227.4532047646057	635.2807714123653	1	2	1	0	0	7240	14480	0	0	46934	255	60	230	692	1600	71	160	581	746	78	122	1	PortScan
1424244673478	1424244675402	175.245.134.237	34181	149.171.126.12	6881	17	41	5508	6	4536	4	0	0	0	1924	1897	1917	31	32	993	55	46	909	2862.7858627858627	2357.5883575883577	103	0	81	0	2862.7858627858627	2357.5883575883577	2	2	1	2	0	65160	7240	0	0	62014	1	0	331	385	426	296	276	943	422	31	19	0	Benign
1424244674474	1424244680405	10.44.84.236	3153	149.171.126.2	25	6	5	13940	10	2345	7	27	24	19	5931	5912	5853	31	63	1316	78	84	834	2350.3625021075704	395.3802056988703	276	0	46	0	2350.3625021075704	395.3802056988703	3	1	2	1	0	14480	14480	0	0	17963	0	60	0	730	2284	41	129	505	2831	348	27	0	Benign
1424244675125	1424244677198	175.241.242.33	62724	149.171.126.18	111	6	0	6385	5	5719	7	19	16	27	2073	2047	2024	62	255	619	86	49	342	3080.077182826821	2758.803666184274	138	0	113	0	3080.077182826821	2758.803666184274	3	4	0	0	0	65160	14480	0	0	56437	0	300	125	249	2369	362	189	36	1406	151	131	0	Benign
1424244676394	1424244676606	175.138.172.48	47465	149.171.126.4	443	6	3	5430	10	3102	3	19	16	24	212	197	174	31	255	1289	74	57	371	25613.20754716981	14632.075471698114	109	0	54	0	25613.20754716981	14632.075471698114	2	0	0	0	2	0	16383	0	0	31978	1	60	331	248	2299	557	260	539	1583	349	64	0	Benign
1424244677816	1424244682241	10.70.98.118	37575	149.171.126.0	111	6	36	19648	16	3948	3	19	24	24	4425	4387	4399	62	63	300	66	97	874	4440.225988700565	892.2033898305085	400	2	82	1	4440.225988700565	892.2033898305085	2	4	1	1	0	16383	65160	0	0	37213	0	60	220	235	1402	594	257	702	2468	221	227	0	Benign
1424244678880	1424244682832	175.142.37.104	36901	149.171.126.17	445	6	37	54912	48	10260	12	25	27	16	3952	3915	3909	62	63	343	76	99	1200	13894.736842105263	2596.153846153846	1171	3	183	0	13894.736842105263	2596.153846153846	4	2	4	1	1	14480	0	0	0	59433	1	60	220	388	1541	179	16	857	1809	433	5	1	Bot
1424244679805	1424244685666	59.128.49.141	25422	149.171.126.4	445	6	36	837	3	5068	7	27	18	18	5861	5841	5820	62	63	333	86	52	1312	142.80839447193313	864.6988568503668	20	0	97	0	142.80839447193313	864.6988568503668	4	4	1	0	1	65160	7240	0	0	31289	28	0	230	776	72	63	185	158	2379	363	46	0	Benign
1424244680575	1424244681238	10.115.140.21	15476	149.171.126.7	25	6	0	57078	42	22662	18	25	16	16	663	628	661	62	32	777	66	82	907	86090.49773755655	34180.99547511312	1170	0	439	1	86090.49773755655	34180.99547511312	5	5	0	1	0	0	14480	0	0	30664	1	300	220	627	639	229	180	500	489	569	230	1	DoS
1424244681324	1424244684204	59.84.40.164	54157	149.171.126.8	143	17	0	12684	12	2498	2	0	0	0	2880	2850	2840	62	32	203	47	66	1428	4404.166666666667	867.3611111111112	264	0	47	0	4404.166666666667	867.3611111111112	4	1	4	1	1	0	14480	0	0	58555	1	0	0	459	1674	6	64	305	1312	1	152	1	DoS
1424244682391	1424244684805	175.104.200.230	28030	149.171.126.11	443	17	36	57300	60	8592	16	0	0	0	2414	2380	2362	62	32	969	90	62	1341	23736.53686826843	3559.23777961889	1137	3	170	1	23736.53686826843	3559.23777961889	6	0	2	1	2	7240	14480	0	0	15206	0	60	331	875	1641	384	232	202	220	272	51	1	PortScan
1424244683929	1424244687852	10.227.4.30	8093	149.171.126.18	25	17	37	6588	6	930	5	0	0	0	3923	3883	3898	31	255	1210	74	68	872	1679.3270456283456	237.06347183278103	109	1	27	0	1679.3270456283456	237.06347183278103	2	1	1	2	1	14480	0	0	0	32646	1	300	0	27	2391	2	28	173	2528	169	185	0	Benign
1424244684687	1424244686231	59.85.56.142	38257	149.171.126.10	80	6	0	13200	48	33124	28	27	27	18	1544	1517	1518	62	32	969	72	53	66	8549.222797927461	21453.36787564767	284	5	702	2	8549.222797927461	21453.36787564767	6	1	0	1	1	7240	65160	0	0	25284	255	60	230	40	1087	407	278	930	1899	175	138	1	PortScan
1424244685627	1424244690744	175.28.181.168	40183	149.171.126.1	25	17	41	13650	14	1290	6	0	0	0	5117	5077	5113	254	63	120	98	52	729	2667.578659370725	252.10084033613447	276	0	25	0	2667.578659370725	252.10084033613447	5	3	0	0	0	7240	65160	0	0	26671	0	300	331	487	173	51	217	837	1932	217	13	0	Benign
1424244686439	1424244694282	10.33.212.203	58850	149.171.126.15	143	17	11	9786	7	3815	7	0	0	0	7843	7802	7811	62	63	593	86	61	956	1247.7368353946194	486.42101236771646	203	1	62	0	1247.7368353946194	486.42101236771646	1	3	1	2	0	7240	7240	0	0	60746	1	0	125	334	2320	257	109	448	348	260	291	0	Benign
1424244687203	1424244689063	10.182.225.32	28514	149.171.126.17	80	6	5	6786	9	6546	6	27	16	18	1860	1850	1808	31	32	898	94	51	441	3648.387096774193	3519.354838709677	140	1	134	0	3648.387096774193	3519.354838709677	3	1	0	0	0	14480	14480	0	0	16177	28	60	220	89	2722	285	111	87	1478	578	137	0	Benign
1424244688485	1424244688541	175.86.135.101	52966	149.171.126.1	21	6	36	720	4	7455	5	27	19	24	56	24	0	254	255	391	59	40	224	12857.142857142857	133125.0	13	0	151	0	12857.142857142857	133125.0	5	2	1	1	0	14480	65160	0	0	37179	1	60	0	876	2186	192	19	193	2260	435	261	0	Benign
1424244689832	1424244691015	10.121.242.226	11303	149.171.126.11	21	6	11	14448	112	1708	28	16	27	24	1183	1139	1159	62	63	1268	43	89	459	12213.017751479289	1443.7869822485206	291	2	44	1	12213.017751479289	1443.7869822485206	1	1	1	1	1	16383	65160	0	0	9364	255	300	220	390	1091	502	159	173	1042	254	63	1	DDoS
1424244690030	1424244693920	10.244.249.126	43952	149.171.126.11	445	6	36	1330	7	4596	4	18	18	27	3890	3884	3849	62	63	141	88	62	1040	341.90231362467864	1181.491002570694	23	1	91	0	341.90231362467864	1181.491002570694	2	1	0	1	0	14480	14480	0	0	31504	28	60	220	964	1065	396	114	744	1350	191	44	0	Benign
1424244691387	1424244691431	175.108.83.91	64473	149.171.126.8	80	6	0	11988	9	3647	7	24	16	24	44	41	0	254	63	839	90	87	790	272454.54545454547	82886.36363636365	243	0	70	0	272454.54545454547	82886.36363636365	4	3	0	2	0	65160	16383	0	0	10161	255	300	331	457	2519	527	68	228	1283	30	68	0	Benign
1424244692624	1424244700158	175.169.24.13	45475	149.171.126.13	520	6	36	7777	7	7386	6	24	19	19	7534	7522	7487	31	255	978	77	99	69	1032.2537828510751	980.3557207326786	151	0	163	0	1032.2537828510751	980.3557207326786	3	2	1	1	2	7240	14480	0	0	29354	28	300	220	225	968	519	197	871	220	482	275	0	Benign
1424244693876	1424244695418	59.157.12.88	51902	149.171.126.4	8088	6	0	3005	5	2712	8	18	25	19	1542	1510	1496	62	32	745	95	76	1261	1948.7678339818417	1758.7548638132296	48	0	59	0	1948.7678339818417	1758.7548638132296	3	2	0	3	1	16383	65160	0	0	39895	28	300	230	733	1232	470	217	385	112	480	188	0	Benign
1424244694433	1424244700992	175.72.37.86	660	149.171.126.10	22	17	11	1006	2	3210	6	0	0	0	6559	6539	6512	62	255	941	76	71	1411	153.37703918280226	489.403872541546	22	0	61	0	153.37703918280226	489.403872541546	1	1	0	2	1	7240	65160	0	0	6435	0	0	331	564	2280	442	279	320	1926	146	102	0	Benign
1424244695836	1424244699045	175.254.108.34	37215	149.171.126.10	6881	17	11	16408	14	560	8	0	0	0	3209	3170	3143	31	63	522	85	76	159	5113.1193518229975	174.50919289498285	324	1	15	0	5113.1193518229975	174.50919289498285	5	2	1	3	0	0	16383	0	0	5533	28	0	230	458	1045	511	91	104	1630	360	228	1	DoS
1424244696925	1424244697424	59.41.211.207	40174	149.171.126.11	53	6	36	702	6	2308	2	27	27	19	499	491	451	62	255	678	53	99	687	1406.8136272545091	4625.250501002004	20	1	43	0	1406.8136272545091	4625.250501002004	9	1	0	1	1	0	0	0	0	6217	255	0	220	201	2682	573	78	562	2769	289	175	0	Benign
1424244697375	1424244702847	175.21.178.86	53435	149.171.126.19	80	17	41	3618	6	3972	3	0	0	0	5472	5434	5396	62	32	1355	62	58	1215	661.1842105263157	725.8771929824561	71	0	85	1	661.1842105263157	725.8771929824561	8	1	1	0	0	65160	7240	0	0	15629	28	0	0	875	1021	562	24	457	788	232	154	0	Benign
1424244698343	1424244701616	59.203.174.96	42028	149.171.126.18	520	17	37	3537	9	2116	4	0	0	0	3273	3249	3252	31	255	1329	44	86	934	1080.6599450045828	646.5016804155209	77	0	45	1	1080.6599450045828	646.5016804155209	2	2	0	1	1	65160	65160	0	0	57236	0	0	220	921	1938	362	136	281	1374	554	29	0	Benign
1424244699442	1424244706348	175.166.120.155	50102	149.171.126.15	445	6	37	3915	5	4252	4	18	16	24	6906	6873	6841	254	32	94	93	64	809	566.8983492615117	615.696495800753	87	0	87	0	566.8983492615117	615.696495800753	3	3	2	1	1	65160	0	0	0	32839	1	300	0	966	223	50	176	629	1923	59	101	0	Benign
1424244700578	1424244702747	10.111.230.251	62681	149.171.126.9	22	17	41	777	3	8856	6	0	0	0	2169	2124	2124	31	32	207	53	83	1123	358.2295988934993	4082.9875518672197	17	0	170	1	358.2295988934993	4082.9875518672197	3	2	2	0	5	0	16383	0	0	60903	0	0	220	12	2086	436	110	8	2454	45	64	0	Benign
1424244701074	1424244706754	175.20.47.177	39031	149.171.126.3	53	6	37	3768	6	1652	7	24	19	19	5680	5670	5643	62	63	1247	83	44	1198	663.3802816901409	290.84507042253523	67	0	36	0	663.3802816901409	290.84507042253523	0	3	1	1	4	14480	65160	0	0	64306	1	60	0	800	1361	326	122	765	523	238	82	0	Benign
1424244702556	1424244706217	59.203.189.34	50554	149.171.126.6	443	17	11	4260	30	2988	18	0	0	0	3661	3639	3582	31	32	1330	67	51	138	1163.6164982245289	816.1704452335428	69	1	61	0	1163.6164982245289	816.1704452335428	6	1	1	1	3	16383	14480	0	0	15679	255	300	220	706	1313	314	24	514	1793	80	276	1	BruteForce
1424244703771	1424244703777	59.75.217.164	16570	149.171.126.10	25	17	92	2382	6	528	4	0	0	0	6	0	0	254	32	1289	53	84	223	397000.0	88000.0	53	0	7	0	397000.0	88000.0	1	0	0	1	0	65160	7240	0	0	64517	255	60	125	624	678	138	177	751	2061	74	5	0	Benign
1424244704665	1424244708798	59.72.168.91	13277	149.171.126.13	22	6	7	3740	5	1490	2	18	16	18	4133	4098	4069	31	63	302	72	72	1466	904.9116864263246	360.5129445923058	90	0	43	1	904.9116864263246	360.5129445923058	4	1	3	0	0	14480	65160	0	0	3613	0	0	230	83	1585	318	74	571	1417	526	148	0	Benign
1424244705154	1424244712813	59.39.57.199	61170	149.171.126.14	25	6	7	6062	7	7998	6	16	18	19	7659	7635	7652	31	255	549	58	50	99	791.4871393132263	1044.2616529573052	144	0	165	2	791.4871393132263	1044.2616529573052	3	0	1	1	0	7240	65160	0	0	12765	28	0	125	6	1495	267	245	930	1300	372	174	0	Benign
1424244706429	1424244710927	175.177.244.85	51764	149.171.126.13	143	6	92	10644	12	1446	3	16	18	16	4498	4474	4435	254	63	477	45	89	140	2366.3850600266783	321.47621164962203	221	0	25	1	2366.3850600266783	321.47621164962203	2	1	1	1	3	0	16383	0	0	41527	1	0	0	788	2707	4	123	726	1756	79	261	1	Bot
1424244707362	1424244708106	10.110.116.221	61874	149.171.126.1	445	6	37	2840	4	8056	8	16	16	19	744	697	732	31	32	835	54	76	1376	3817.2043010752686	10827.956989247312	58	0	167	1	3817.2043010752686	10827.956989247312	2	3	2	0	0	16383	14480	0	0	51695	0	300	331	336	2718	500	101	57	1723	363	95	0	Benign
1424244708447	1424244714962	10.32.197.221	12206	149.171.126.16	80	17	0	5628	6	2817	3	0	0	0	6515	6503	6466	254	32	387	80	53	1314	863.8526477359939	432.38679969301614	111	0	66	0	863.8526477359939	432.38679969301614	1	0	1	1	5	14480	65160	0	0	10341	0	60	230	902	515	328	105	589	2773	234	290	0	Benign
1424244709986	1424244710474	175.153.205.222	55778	149.171.126.4	8088	17	5	5256	6	7504	28	0	0	0	488	483	461	62	63	1343	59	57	115	10770.491803278688	15377.04918032787	129	1	143	1	10770.491803278688	15377.04918032787	1	2	1	0	0	16383	16383	0	0	55361	28	60	125	694	1927	423	126	425	2901	537	195	1	DDoS
1424244710233	1424244711491	59.129.186.135	49034	149.171.126.16	22	6	36	5032	4	7395	5	27	25	19	1258	1252	1251	62	255	271	89	63	1386	4000.0	5878.378378378378	100	0	145	0	4000.0	5878.378378378378	2	3	0	2	1	7240	16383	0	0	45887	255	0	331	106	1959	519	138	844	1355	108	260	0	Benign
1424244711562	1424244716517	10.217.148.145	40211	149.171.126.2	520	17	36	9786	7	1032	3	0	0	0	4955	4936	4908	254	32	1237	43	80	1092	1974.9747729566095	208.2744702320888	194	0	17	0	1974.9747729566095	208.2744702320888	5	0	2	2	0	16383	0	0	0	43222	28	0	331	547	295	510	49	834	2393	111	183	0	Benign
